MSRDT,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25,
7245,2.01001E+11,"강동구,0.031",0.021,0.3,0.012,24,10,NA
7246,2.01001E+11,"강동구,0.032",0.019,0.3,0.011,23,15,NA
7247,2.01001E+11,"강동구,0.03",0.02,0.3,0.011,23,14,NA
7248,2.01001E+11,"강동구,0.032",0.019,0.2,0.011,21,15,NA
7249,2.01001E+11,"강북구,0.027",0.025,0.5,0.007,24,13,NA
7250,2.01001E+11,"강북구,0.021",0.028,0.5,0.008,24,14,NA
7251,2.01001E+11,"강북구,0.017",0.031,0.4,0.007,22,9,NA
7252,2.01001E+11,"강북구,0.015",0.031,0.5,0.007,13,12,NA
7253,2.01001E+11,"강북구,0.015",0.031,0.5,0.009,20,10,NA
7254,2.01001E+11,"강북구,0.015",0.03,0.5,0.01,28,15,NA
7255,2.01001E+11,"강북구,0.018",0.027,0.5,0.012,28,20,NA
7256,2.01001E+11,"강북구,0.022",0.023,0.5,0.013,28,19,NA
7257,2.01001E+11,"강북구,0.028",0.019,0.6,0.013,32,21,NA
7258,2.01001E+11,"강북구,0.026",0.02,0.6,0.012,32,19,NA
7259,2.01001E+11,"강북구,0.024",0.024,0.7,0.012,39,20,NA
7260,2.01001E+11,"강북구,0.018",0.03,0.6,0.01,31,19,NA
7261,2.01001E+11,"강북구,0.016",0.033,0.5,0.008,28,21,NA
7262,2.01001E+11,"강북구,0.014",0.037,0.4,0.007,25,15,NA
7263,2.01001E+11,"강북구,0.014",0.038,0.4,0.007,18,14,NA
7264,2.01001E+11,"강북구,0.012",0.04,0.4,0.007,25,14,NA
7265,2.01001E+11,"강북구,0.018",0.036,0.4,0.006,23,15,NA
7266,2.01001E+11,"강북구,0.016",0.037,0.4,0.007,27,18,NA
7267,2.01001E+11,"강북구,0.027",0.027,0.5,0.008,28,19,NA
7268,2.01001E+11,"강북구,0.028",0.025,0.5,0.008,28,16,NA
7269,2.01001E+11,"강북구,0.029",0.024,0.5,0.007,22,14,NA
7270,2.01001E+11,"강북구,0.027",0.024,0.5,0.008,28,10,NA
7271,2.01001E+11,"강북구,0.026",0.026,0.5,0.008,29,11,NA
7272,2.01001E+11,"강북구,0.028",0.023,0.5,0.007,26,16,NA
7273,2.01001E+11,"강서구,0.024",0.023,0.4,0.007,27,11,NA
7274,2.01001E+11,"강서구,0.026",0.02,0.4,0.007,27,14,NA
7275,2.01001E+11,"강서구,0.021",0.024,0.4,0.007,33,14,NA
7276,2.01001E+11,"강서구,0.017",0.024,0.4,0.006,27,14,NA
7277,2.01001E+11,"강서구,0.018",0.024,0.4,0.007,33,17,NA
7278,2.01001E+11,"강서구,0.023",0.019,0.4,0.009,35,15,NA
7279,2.01001E+11,"강서구,0.03",0.013,0.5,0.008,37,15,NA
7280,2.01001E+11,"강서구,0.035",0.009,0.6,0.01,35,20,NA
7281,2.01001E+11,"강서구,0.05",0.002,0.6,0.012,46,22,NA
7282,2.01001E+11,"강서구,0.046",0.005,0.7,0.012,54,32,NA
7283,2.01001E+11,"강서구,0.032",0.014,0.6,0.011,49,23,NA
7284,2.01001E+11,"강서구,0.023",0.021,0.6,0.01,49,28,NA
7285,2.01001E+11,"강서구,0.019",0.025,0.5,0.008,46,29,NA
7286,2.01001E+11,"강서구,0.019",0.028,0.5,0.007,43,19,NA
7287,2.01001E+11,"강서구,0.018",0.031,0.4,0.006,32,21,NA
7288,2.01001E+11,"강서구,0.018",0.032,0.4,0.006,26,17,NA
7289,2.01001E+11,"강서구,0.019",0.031,0.4,0.006,31,17,NA
7290,2.01001E+11,"강서구,0.023",0.027,0.4,0.007,34,16,NA
7291,2.01001E+11,"강서구,0.033",0.019,0.5,0.006,45,22,NA
7292,2.01001E+11,"강서구,0.035",0.016,0.5,0.007,41,18,NA
7293,2.01001E+11,"강서구,0.045",0.008,0.5,0.007,42,14,NA
7294,2.01001E+11,"강서구,0.054",0.002,0.6,0.008,50,26,NA
7295,2.01001E+11,"강서구,0.049",0.005,0.5,0.007,58,28,NA
7296,2.01001E+11,"강서구,0.041",0.01,0.6,0.006,47,20,NA
7297,2.01001E+11,관악구,0.027,0.016,0.5,0.005,27,15
7298,2.01001E+11,관악구,0.023,0.018,0.4,0.005,31,12
7299,2.01001E+11,관악구,0.024,0.017,0.5,0.005,29,15
7300,2.01001E+11,관악구,0.019,0.02,0.4,0.005,30,11
7301,2.01001E+11,관악구,0.018,0.019,0.5,0.006,29,13
7302,2.01001E+11,관악구,0.018,0.019,0.5,0.008,35,14
7303,2.01001E+11,관악구,0.021,0.016,0.5,0.008,37,17
7304,2.01001E+11,관악구,0.024,0.013,0.5,0.009,39,16
7305,2.01001E+11,관악구,0.03,0.009,0.6,0.01,42,20
7306,2.01001E+11,관악구,0.03,0.01,0.7,0.01,45,21
7307,2.01001E+11,관악구,0.023,0.015,0.6,0.009,44,22
7308,2.01001E+11,관악구,0.017,0.02,0.5,0.008,42,23
7309,2.01001E+11,관악구,0.017,0.022,0.5,0.007,39,25
7310,2.01001E+11,관악구,0.019,0.023,0.5,0.006,47,24
7311,2.01001E+11,관악구,0.018,0.024,0.4,0.006,36,24
7312,2.01001E+11,관악구,0.017,0.026,0.4,0.006,33,18
7313,2.01001E+11,관악구,0.019,0.025,0.4,0.006,35,15
7314,2.01001E+11,관악구,0.022,0.022,0.4,0.006,37,21
7315,2.01001E+11,관악구,0.026,0.018,0.5,0.006,41,19
7316,2.01001E+11,관악구,0.032,0.013,0.6,0.006,42,20
7317,2.01001E+11,관악구,0.03,0.015,0.5,0.005,40,10
7318,2.01001E+11,관악구,0.033,0.012,0.5,0.005,39,20
7319,2.01001E+11,관악구,0.037,0.009,0.6,0.005,48,24
7320,2.01001E+11,관악구,0.037,0.008,0.5,0.005,44,18
7321,2.01001E+11,"광진구,0.024",0.024,0.1,0.005,25,19,NA
7322,2.01001E+11,"광진구,0.02",0.026,0.1,0.005,28,13,NA
7323,2.01001E+11,"광진구,0.019",0.028,0.1,0.005,25,13,NA
7324,2.01001E+11,"광진구,0.018",0.028,0.1,0.005,30,12,NA
7325,2.01001E+11,"광진구,0.017",0.028,0.1,0.005,30,16,NA
7326,2.01001E+11,"광진구,0.015",0.029,0.2,0.007,30,14,NA
7327,2.01001E+11,"광진구,0.017",0.027,0.2,0.009,36,20,NA
7328,2.01001E+11,"광진구,0.019",0.024,0.2,0.01,37,15,NA
7329,2.01001E+11,"광진구,0.021",0.021,0.2,0.011,38,22,NA
7330,2.01001E+11,"광진구,0.023",0.018,0.2,0.011,46,20,NA
7331,2.01001E+11,"광진구,0.021",0.022,0.2,0.01,41,19,NA
7332,2.01001E+11,"광진구,0.019",0.025,0.2,0.008,41,22,NA
7333,2.01001E+11,"광진구,0.015",0.031,0.1,0.007,38,20,NA
7334,2.01001E+11,"광진구,0.019",0.03,0.2,0.007,26,18,NA
7335,2.01001E+11,"광진구,0.017",0.033,0.1,0.006,34,19,NA
7336,2.01001E+11,"광진구,0.016",0.035,0.1,0.005,27,13,NA
7337,2.01001E+11,"광진구,0.015",0.037,0.1,0.005,22,15,NA
7338,2.01001E+11,"광진구,0.021",0.032,0.1,0.006,31,16,NA
7339,2.01001E+11,"광진구,0.024",0.027,0.1,0.005,37,16,NA
7340,2.01001E+11,"광진구,0.021",0.027,0.1,0.005,34,17,NA
7341,2.01001E+11,"광진구,0.021",0.028,0.1,0.005,32,15,NA
7342,2.01001E+11,"광진구,0.02",0.028,0.1,0.005,23,20,NA
7343,2.01001E+11,"광진구,0.022",0.026,0.1,0.005,33,16,NA
7344,2.01001E+11,"광진구,0.026",0.021,0.1,0.005,33,15,NA
7345,2.01001E+11,"구로구,0.025",0.019,0.5,0.006,26,14,NA
7346,2.01001E+11,"구로구,0.024",0.02,0.5,0.005,26,6,NA
7347,2.01001E+11,"구로구,0.021",0.021,0.5,0.005,23,9,NA
7348,2.01001E+11,"구로구,0.018",0.022,0.5,0.006,24,10,NA
7349,2.01001E+11,"구로구,0.017",0.022,0.5,0.007,30,11,NA
7350,2.01001E+11,"구로구,0.018",0.02,0.6,0.007,39,13,NA
7351,2.01001E+11,"구로구,0.021",0.018,0.6,0.008,33,15,NA
7352,2.01001E+11,"구로구,0.024",0.014,0.6,0.009,43,16,NA
7353,2.01001E+11,"구로구,0.033",0.007,0.7,0.009,39,21,NA
7354,2.01001E+11,"구로구,0.031",0.01,0.7,0.009,60,26,NA
7355,2.01001E+11,"구로구,0.027",0.015,0.7,0.009,59,33,NA
7356,2.01001E+11,"구로구,0.025",0.018,0.6,0.008,0,25,NA
7357,2.01001E+11,"구로구,0.024",0.021,0.6,0.007,0,27,NA
7358,2.01001E+11,"구로구,0.024",0.024,0.5,0.007,44,26,NA
7359,2.01001E+11,"구로구,0.023",0.026,0.5,0.006,41,26,NA
7360,2.01001E+11,"구로구,0.022",0.027,0.5,0.006,42,28,NA
7361,2.01001E+11,"구로구,0.024",0.026,0.5,0.006,57,39,NA
7362,2.01001E+11,"구로구,0.027",0.022,0.6,0.006,58,48,NA
7363,2.01001E+11,"구로구,0.03",0.018,0.6,0.006,51,40,NA
7364,2.01001E+11,"구로구,0.033",0.014,0.6,0.006,56,30,NA
7365,2.01001E+11,"구로구,0.03",0.016,0.6,0.006,60,24,NA
7366,2.01001E+11,"구로구,0.032",0.013,0.6,0.005,59,32,NA
7367,2.01001E+11,"구로구,0.03",0.014,0.6,0.005,47,28,NA
7368,2.01001E+11,"구로구,0.034",0.008,0.6,0.005,41,21,NA
7369,2.01001E+11,"금천구,0.018",0.026,0.3,0.003,19,15,NA
7370,2.01001E+11,"금천구,0.017",0.027,0.4,0.004,28,15,NA
7371,2.01001E+11,"금천구,0.014",0.03,0.3,0.004,20,17,NA
7372,2.01001E+11,"금천구,0.012",0.031,0.4,0.004,24,16,NA
7373,2.01001E+11,"금천구,0.012",0.03,0.4,0.005,26,19,NA
7374,2.01001E+11,"금천구,0.013",0.028,0.4,0.006,33,19,NA
7375,2.01001E+11,"금천구,0.016",0.024,0.4,0.006,30,19,NA
7376,2.01001E+11,"금천구,0.018",0.02,0.4,0.006,36,20,NA
7377,2.01001E+11,"금천구,0.021",0.017,0.5,0.007,42,24,NA
7378,2.01001E+11,"금천구,0.021",0.017,0.5,0.006,39,27,NA
7379,2.01001E+11,"금천구,0.016",0.025,0.5,0.006,32,6,NA
7380,2.01001E+11,"금천구,0.016",0.026,0.5,0.006,37,28,NA
7381,2.01001E+11,"금천구,0.019",0.027,0.4,0.006,41,26,NA
7382,2.01001E+11,"금천구,0.018",0.03,0.4,0.006,40,28,NA
7383,2.01001E+11,"금천구,0.017",0.032,0.4,0.005,35,30,NA
7384,2.01001E+11,"금천구,0.016",0.034,0.4,0.005,32,26,NA
7385,2.01001E+11,"금천구,0.02",0.031,0.3,0.005,40,22,NA
7386,2.01001E+11,"금천구,0.021",0.027,0.4,0.005,35,20,NA
7387,2.01001E+11,"금천구,0.024",0.021,0.4,0.004,39,20,NA
7388,2.01001E+11,"금천구,0.026",0.018,0.4,0.004,40,20,NA
7389,2.01001E+11,"금천구,0.022",0.023,0.4,0.004,32,19,NA
7390,2.01001E+11,"금천구,0.022",0.022,0.4,0.004,30,18,NA
7391,2.01001E+11,"금천구,0.022",0.02,0.4,0.004,33,21,NA
7392,2.01001E+11,"금천구,0.025",0.018,0.4,0.004,35,15,NA
7393,2.01001E+11,"노원구,0.015",0.029,0.3,0.007,25,15,NA
7394,2.01001E+11,"노원구,0.017",0.026,0.3,0.008,20,15,NA
7395,2.01001E+11,"노원구,0.013",0.028,0.3,0.007,20,11,NA
7396,2.01001E+11,"노원구,0.012",0.028,0.3,0.008,28,22,NA
7397,2.01001E+11,"노원구,0.013",0.026,0.4,0.008,25,21,NA
7398,2.01001E+11,"노원구,0.015",0.025,0.3,0.008,24,77,NA
7399,2.01001E+11,"노원구,0.016",0.022,0.4,0.011,29,41,NA
7400,2.01001E+11,"노원구,0.015",0.022,0.4,0.012,33,27,NA
7401,2.01001E+11,"노원구,0.025",0.015,0.4,0.013,33,29,NA
7402,2.01001E+11,"노원구,0.03",0.012,0.5,0.012,36,19,NA
7403,2.01001E+11,"노원구,0.022",0.017,0.5,0.011,34,16,NA
7404,2.01001E+11,"노원구,0.016",0.023,0.4,0.011,31,20,NA
7405,2.01001E+11,"노원구,0.013",0.028,0.4,0.007,28,21,NA
7406,2.01001E+11,"노원구,0.01",0.031,0.3,0.006,19,17,NA
7407,2.01001E+11,"노원구,0.011",0.033,0.3,0.007,23,16,NA
7408,2.01001E+11,"노원구,0.011",0.034,0.3,0.007,19,16,NA
7409,2.01001E+11,"노원구,0.013",0.034,0.3,0.007,25,22,NA
7410,2.01001E+11,"노원구,0.017",0.032,0.3,0.007,23,18,NA
7411,2.01001E+11,"노원구,0.019",0.029,0.3,0.007,24,19,NA
7412,2.01001E+11,"노원구,0.023",0.024,0.3,0.007,24,14,NA
7413,2.01001E+11,"노원구,0.018",0.027,0.3,0.007,20,17,NA
7414,2.01001E+11,"노원구,0.018",0.025,0.3,0.008,27,17,NA
7415,2.01001E+11,"노원구,0.018",0.025,0.4,0.006,39,15,NA
7416,2.01001E+11,"노원구,0.021",0.023,0.4,0.007,32,17,NA
7417,2.01001E+11,"도봉구,0.016",0.029,0.4,0.006,28,11,NA
7418,2.01001E+11,"도봉구,0.012",0.03,0.4,0.006,30,14,NA
7419,2.01001E+11,"도봉구,0.009",0.032,0.4,0.006,22,12,NA
7420,2.01001E+11,"도봉구,0.007",0.033,0.4,0.006,25,12,NA
7421,2.01001E+11,"도봉구,0.008",0.032,0.4,0.006,29,11,NA
7422,2.01001E+11,"도봉구,0.009",0.029,0.4,0.008,28,11,NA
7423,2.01001E+11,"도봉구,0.009",0.028,0.4,0.011,34,14,NA
7424,2.01001E+11,"도봉구,0.012",0.025,0.4,0.012,38,15,NA
7425,2.01001E+11,"도봉구,0.017",0.02,0.5,0.012,38,19,NA
7426,2.01001E+11,"도봉구,0.015",0.021,0.5,0.012,41,18,NA
7427,2.01001E+11,"도봉구,0.012",0.023,0.5,0.011,40,20,NA
7428,2.01001E+11,"도봉구,0.01",0.027,0.4,0.01,36,16,NA
7429,2.01001E+11,"도봉구,0.008",0.03,0.3,0.007,38,22,NA
7430,2.01001E+11,"도봉구,0.006",0.035,0.3,0.005,24,17,NA
7431,2.01001E+11,"도봉구,0.006",0.036,0.3,0.005,24,13,NA
7432,2.01001E+11,"도봉구,0.007",0.037,0.3,0.005,26,15,NA
7433,2.01001E+11,"도봉구,0.007",0.038,0.3,0.005,24,17,NA
7434,2.01001E+11,"도봉구,0.009",0.037,0.4,0.005,28,12,NA
7435,2.01001E+11,"도봉구,0.011",0.034,0.4,0.005,30,15,NA
7436,2.01001E+11,"도봉구,0.013",0.032,0.4,0.006,32,12,NA
7437,2.01001E+11,"도봉구,0.012",0.031,0.4,0.006,29,10,NA
7438,2.01001E+11,"도봉구,0.011",0.031,0.4,0.006,28,9,NA
7439,2.01001E+11,"도봉구,0.013",0.029,0.4,0.006,40,17,NA
7440,2.01001E+11,"도봉구,0.018",0.025,0.4,0.006,38,16,NA
7441,2.01001E+11,동대문구,0.025,0.015,0.3,0.006,28,13
7442,2.01001E+11,동대문구,0.026,0.013,0.4,0.005,30,13
7443,2.01001E+11,동대문구,0.015,0.019,0.3,0.006,30,16
7444,2.01001E+11,동대문구,0.014,0.019,0.3,0.006,27,9
7445,2.01001E+11,동대문구,0.014,0.018,0.3,0.006,28,16
7446,2.01001E+11,동대문구,0.011,0.02,0.4,0.009,30,13
7447,2.01001E+11,동대문구,0.014,0.017,0.4,0.011,38,14
7448,2.01001E+11,동대문구,0.018,0.015,0.4,0.011,37,17
7449,2.01001E+11,동대문구,0.018,0.014,0.4,0.011,42,17
7450,2.01001E+11,동대문구,0.022,0.012,0.5,0.011,40,18
7451,2.01001E+11,동대문구,0.016,0.016,0.4,0.01,40,20
7452,2.01001E+11,동대문구,0.014,0.019,0.4,0.009,46,23
7453,2.01001E+11,동대문구,0.011,0.022,0.3,0.007,40,26
7454,2.01001E+11,동대문구,0.015,0.021,0.4,0.007,39,23
7455,2.01001E+11,동대문구,0.014,0.023,0.3,0.006,37,19
7456,2.01001E+11,동대문구,0.015,0.024,0.3,0.005,31,16
7457,2.01001E+11,동대문구,0.013,0.025,0.3,0.005,29,15
7458,2.01001E+11,동대문구,0.018,0.021,0.3,0.006,33,14
7459,2.01001E+11,동대문구,0.027,0.015,0.4,0.006,37,17
7460,2.01001E+11,동대문구,0.022,0.016,0.4,0.005,32,11
7461,2.01001E+11,동대문구,0.023,0.016,0.4,0.005,34,14
7462,2.01001E+11,동대문구,0.02,0.016,0.4,0.005,29,9
7463,2.01001E+11,동대문구,0.02,0.016,0.3,0.005,36,13
7464,2.01001E+11,동대문구,0.029,0.011,0.4,0.006,33,15
7465,2.01001E+11,"동작구,0.03",0.021,0.4,0.006,24,14,NA
7466,2.01001E+11,"동작구,0.03",0.021,0.4,0.006,26,11,NA
7467,2.01001E+11,"동작구,0.028",0.021,0.4,0.006,19,13,NA
7468,2.01001E+11,"동작구,0.022",0.027,0.4,0.006,26,13,NA
7469,2.01001E+11,"동작구,0.02",0.026,0.4,0.007,27,14,NA
7470,2.01001E+11,"동작구,0.024",0.022,0.5,0.007,32,16,NA
7471,2.01001E+11,"동작구,0.021",0.024,0.5,0.009,27,12,NA
7472,2.01001E+11,"동작구,0.021",0.023,0.4,0.01,34,21,NA
7473,2.01001E+11,"동작구,0.031",0.014,0.6,0.01,34,14,NA
7474,2.01001E+11,"동작구,0.036",0.01,0.7,0.011,38,18,NA
7475,2.01001E+11,"동작구,0.028",0.019,0.6,0.01,36,27,NA
7476,2.01001E+11,"동작구,0.021",0.027,0.5,0.009,37,27,NA
7477,2.01001E+11,"동작구,0.021",0.029,0.5,0.008,42,27,NA
7478,2.01001E+11,"동작구,0.021",0.032,0.5,0.007,35,24,NA
7479,2.01001E+11,"동작구,0.019",0.035,0.4,0.006,32,19,NA
7480,2.01001E+11,"동작구,0.018",0.038,0.4,0.006,27,18,NA
7481,2.01001E+11,"동작구,0.022",0.034,0.4,0.006,32,12,NA
7482,2.01001E+11,"동작구,0.026",0.029,0.4,0.005,40,29,NA
7483,2.01001E+11,"동작구,0.034",0.02,0.5,0.006,30,10,NA
7484,2.01001E+11,"동작구,0.032",0.022,0.5,0.005,34,19,NA
7485,2.01001E+11,"동작구,0.026",0.026,0.4,0.006,36,14,NA
7486,2.01001E+11,"동작구,0.033",0.019,0.4,0.006,29,21,NA
7487,2.01001E+11,"동작구,0.034",0.018,0.4,0.004,30,13,NA
7488,2.01001E+11,"동작구,0.031",0.019,0.4,0.006,33,16,NA
7489,2.01001E+11,"마포구,0.031",0.01,0.5,0.005,33,17,NA
7490,2.01001E+11,"마포구,0.025",0.012,0.4,0.005,27,14,NA
7491,2.01001E+11,"마포구,0.02",0.015,0.4,0.005,30,14,NA
7492,2.01001E+11,"마포구,0.022",0.013,0.5,0.005,28,13,NA
7493,2.01001E+11,"마포구,0.021",0.013,0.5,0.006,31,15,NA
7494,2.01001E+11,"마포구,0.027",0.008,0.5,0.007,36,14,NA
7495,2.01001E+11,"마포구,0.026",0.009,0.5,0.009,38,18,NA
7496,2.01001E+11,"마포구,0.036",0.004,0.6,0.009,40,20,NA
7497,2.01001E+11,"마포구,0.03",0.006,0.6,0.011,48,22,NA
7498,2.01001E+11,"마포구,0.034",0.005,0.8,0.011,49,24,NA
7499,2.01001E+11,"마포구,0.031",0.007,0.9,0.01,45,25,NA
7500,2.01001E+11,"마포구,0.024",0.012,0.8,0.008,48,25,NA
7501,2.01001E+11,"마포구,0.019",0.015,0.6,0.007,43,24,NA
7502,2.01001E+11,"마포구,0.018",0.017,0.5,0.006,42,21,NA
7503,2.01001E+11,"마포구,0.022",0.017,0.6,0.006,37,21,NA
7504,2.01001E+11,"마포구,0.02",0.018,0.5,0.005,33,20,NA
7505,2.01001E+11,"마포구,0.02",0.019,0.5,0.005,39,17,NA
7506,2.01001E+11,"마포구,0.021",0.017,0.5,0.005,37,19,NA
7507,2.01001E+11,"마포구,0.029",0.013,0.5,0.005,40,14,NA
7508,2.01001E+11,"마포구,0.031",0.011,0.5,0.005,39,19,NA
7509,2.01001E+11,"마포구,0.039",0.005,0.6,0.005,40,16,NA
7510,2.01001E+11,"마포구,0.039",0.005,0.5,0.005,44,16,NA
7511,2.01001E+11,"마포구,0.037",0.005,0.5,0.005,45,21,NA
7512,2.01001E+11,"마포구,0.026",0.012,0.5,0.005,43,21,NA
7513,2.01001E+11,서대문구,0.03,0.025,0.6,0.008,35,25
7514,2.01001E+11,서대문구,0.024,0.033,0.5,0.008,23,14
7515,2.01001E+11,서대문구,0.019,0.037,0.3,0.009,35,9
7516,2.01001E+11,서대문구,0.027,0.025,0,0.009,32,6
7517,2.01001E+11,서대문구,0.027,0.026,0,0.01,41,4
7518,2.01001E+11,서대문구,0.018,0.032,0,0.012,38,3
7519,2.01001E+11,서대문구,0.019,0.031,0,0.014,35,4
7520,2.01001E+11,서대문구,0.027,0.023,0,0.015,49,4
7521,2.01001E+11,서대문구,0.034,0.015,0,0.016,58,2
7522,2.01001E+11,서대문구,0.034,0.016,0,0.016,55,7
7523,2.01001E+11,서대문구,0.032,0.022,0.6,0.014,45,23
7524,2.01001E+11,서대문구,0.025,0.032,0.5,0.012,47,23
7525,2.01001E+11,서대문구,0.026,0.032,0.5,0.011,41,12
7526,2.01001E+11,서대문구,0.023,0.036,0.5,0.011,33,11
7527,2.01001E+11,서대문구,0.02,0.042,0.4,0.01,19,24
7528,2.01001E+11,서대문구,0.019,0.044,0.3,0.01,26,34
7529,2.01001E+11,서대문구,0.022,0.043,0.3,0.009,18,38
7530,2.01001E+11,서대문구,0.022,0.04,0.4,0.009,15,21
7531,2.01001E+11,서대문구,0.025,0.036,0.4,0.009,27,11
7532,2.01001E+11,서대문구,0.03,0.029,0.5,0.009,51,8
7533,2.01001E+11,서대문구,0.036,0.022,0.5,0.008,29,9
7534,2.01001E+11,서대문구,0.035,0.022,0.6,0.008,49,5
7535,2.01001E+11,서대문구,0.028,0.029,0.5,0.008,42,4
7536,2.01001E+11,서대문구,0.023,0.034,0.5,0.009,45,3
7537,2.01001E+11,"서초구,0.032",0.014,0.3,0.006,29,15,NA
7538,2.01001E+11,"서초구,0.028",0.016,0.3,0.006,29,12,NA
7539,2.01001E+11,"서초구,0.027",0.016,0.4,0.006,25,14,NA
7540,2.01001E+11,"서초구,0.024",0.017,0.3,0.006,34,15,NA
7541,2.01001E+11,"서초구,0.018",0.02,0.4,0.007,25,10,NA
7542,2.01001E+11,"서초구,0.021",0.017,0.4,0.008,35,16,NA
7543,2.01001E+11,"서초구,0.029",0.012,0.4,0.009,35,18,NA
7544,2.01001E+11,"서초구,0.035",0.008,0.4,0.009,39,18,NA
7545,2.01001E+11,"서초구,0.042",0.004,0.5,0.011,39,18,NA
7546,2.01001E+11,"서초구,0.043",0.004,0.6,0.011,53,25,NA
7547,2.01001E+11,"서초구,0.035",0.01,0.6,0.01,49,27,NA
7548,2.01001E+11,"서초구,0.025",0.016,0.4,0.008,45,21,NA
7549,2.01001E+11,"서초구,0.026",0.017,0.5,0.008,47,23,NA
7550,2.01001E+11,"서초구,0.025",0.019,0.4,0.007,46,24,NA
7551,2.01001E+11,"서초구,0.021",0.024,0.3,0.006,35,18,NA
7552,2.01001E+11,"서초구,0.021",0.024,0.3,0.006,33,15,NA
7553,2.01001E+11,"서초구,0.024",0.023,0.3,0.006,35,18,NA
7554,2.01001E+11,"서초구,0.026",0.02,0.4,0.006,44,24,NA
7555,2.01001E+11,"서초구,0.032",0.017,0.3,0.006,43,21,NA
7556,2.01001E+11,"서초구,0.038",0.012,0.4,0.006,27,5,NA
7557,2.01001E+11,"서초구,0.032",0.015,0.4,0.006,35,10,NA
7558,2.01001E+11,"서초구,0.031",0.015,0.4,0.005,37,13,NA
7559,2.01001E+11,"서초구,0.034",0.012,0.4,0.005,40,21,NA
7560,2.01001E+11,"서초구,0.033",0.014,0.4,0.006,41,15,NA
7561,2.01001E+11,"성동구,0.023",0.019,0.5,0.006,32,18,NA
7562,2.01001E+11,"성동구,0.027",0.015,0.5,0.005,28,9,NA
7563,2.01001E+11,"성동구,0.015",0.026,0.4,0.006,34,21,NA
7564,2.01001E+11,"성동구,0.016",0.023,0.5,0.006,28,14,NA
7565,2.01001E+11,"성동구,0.018",0.021,0.5,0.006,26,10,NA
7566,2.01001E+11,"성동구,0.011",0.026,0.5,0.009,36,16,NA
7567,2.01001E+11,"성동구,0.013",0.024,0.5,0.011,40,16,NA
7568,2.01001E+11,"성동구,0.016",0.02,0.5,0.012,40,23,NA
7569,2.01001E+11,"성동구,0.02",0.016,0.5,0.012,41,20,NA
7570,2.01001E+11,"성동구,0.022",0.015,0.6,0.012,45,24,NA
7571,2.01001E+11,"성동구,0.022",0.016,0.6,0.011,43,22,NA
7572,2.01001E+11,"성동구,0.019",0.021,0.6,0.009,39,20,NA
7573,2.01001E+11,"성동구,0.015",0.026,0.5,0.007,32,14,NA
7574,2.01001E+11,"성동구,0.018",0.025,0.5,0.007,33,16,NA
7575,2.01001E+11,"성동구,0.015",0.029,0.5,0.006,31,20,NA
7576,2.01001E+11,"성동구,0.014",0.031,0.4,0.005,25,12,NA
7577,2.01001E+11,"성동구,0.016",0.029,0.4,0.005,24,8,NA
7578,2.01001E+11,"성동구,0.021",0.024,0.4,0.006,42,24,NA
7579,2.01001E+11,"성동구,0.027",0.018,0.5,0.006,43,21,NA
7580,2.01001E+11,"성동구,0.029",0.016,0.5,0.006,41,18,NA
7581,2.01001E+11,"성동구,0.027",0.017,0.5,0.005,40,16,NA
7582,2.01001E+11,"성동구,0.026",0.017,0.5,0.005,47,16,NA
7583,2.01001E+11,"성동구,0.018",0.023,0.5,0.005,34,17,NA
7584,2.01001E+11,"성동구,0.021",0.021,0.5,0.006,36,16,NA
7585,2.01001E+11,"성북구,0.032",0.016,0.4,0.006,25,12,NA
7586,2.01001E+11,"성북구,0.025",0.018,0.5,0.004,29,14,NA
7587,2.01001E+11,"성북구,0.023",0.02,0.5,0.003,30,12,NA
7588,2.01001E+11,"성북구,0.02",0.021,0.4,0.003,26,11,NA
7589,2.01001E+11,"성북구,0.018",0.022,0.4,0.003,28,15,NA
7590,2.01001E+11,"성북구,0.014",0.024,0.5,0.006,31,15,NA
7591,2.01001E+11,"성북구,0.015",0.023,0.5,0.007,35,16,NA
7592,2.01001E+11,"성북구,0.022",0.019,0.5,0.008,37,18,NA
7593,2.01001E+11,"성북구,0.028",0.013,0.6,0.008,43,21,NA
7594,2.01001E+11,"성북구,0.024",0.016,0.6,0.008,37,17,NA
7595,2.01001E+11,"성북구,0.025",0.017,0.6,0.008,43,18,NA
7596,2.01001E+11,"성북구,0.021",0.019,0.6,0.006,36,19,NA
7597,2.01001E+11,"성북구,0.015",0.025,0.4,0.005,39,20,NA
7598,2.01001E+11,"성북구,0.015",0.027,0.4,0.003,19,11,NA
7599,2.01001E+11,"성북구,0.015",0.028,0.4,0.003,26,12,NA
7600,2.01001E+11,"성북구,0.019",0.027,0.4,0.003,21,12,NA
7601,2.01001E+11,"성북구,0.018",0.028,0.4,0.003,25,12,NA
7602,2.01001E+11,"성북구,0.018",0.028,0.4,0.003,29,15,NA
7603,2.01001E+11,"성북구,0.022",0.024,0.4,0.003,31,10,NA
7604,2.01001E+11,"성북구,0.024",0.023,0.4,0.003,29,11,NA
7605,2.01001E+11,"성북구,0.026",0.021,0.4,0.003,26,9,NA
7606,2.01001E+11,"성북구,0.024",0.02,0.4,0.002,35,14,NA
7607,2.01001E+11,"성북구,0.029",0.017,0.5,0.003,34,16,NA
